cvd;dow;temp.l1;temp.l2;temp.l3;temp.l4;dptp.l1;dptp.l2;dptp.l3;dptp.l4;o3.l1;o3.l2;o3.l3;o3.l4
59;Thursday;4.225671266;4.318441772;4.276088174;4.355045543;4.610721356;4.689264322;4.633635148;4.569154756;1.524433314;1.346569801;1.265256386;1.204401026
59;Friday;4.187713152;4.297801583;4.288981962;4.34135867;4.613457799;4.668644713;4.658560365;4.562112705;1.483953612;1.358023977;1.27856012;1.208745095
59;Saturday;4.2198454;4.274317046;4.303028838;4.314952122;4.566327422;4.647542577;4.682450291;4.570756137;1.530812346;1.36561681;1.292808896;1.207189992
44;Sunday;4.172242217;4.253143726;4.312516438;4.366817101;4.501933171;4.62252148;4.702941455;4.609770218;1.570037878;1.375711758;1.304706453;1.250551555
60;Monday;4.173172644;4.22874883;4.31786897;4.41091277;4.504604563;4.592706097;4.716422665;4.693866467;1.544744913;1.387800149;1.314915318;1.285574208
49;Tuesday;4.200601257;4.204870708;4.319531001;4.446531827;4.535776935;4.563311778;4.724460809;4.752554054;1.56814427;1.397351502;1.321795023;1.342188814
63;Wednesday;4.174625181;4.183452922;4.322254421;4.416963036;4.450557489;4.536419143;4.735695867;4.692302458;1.596205139;1.408018495;1.327416298;1.368849677
54;Thursday;4.091667825;4.160678993;4.321573392;4.449136116;4.304676616;4.503789919;4.738350464;4.79290028;1.621400463;1.420081321;1.335303041;1.34779951
47;Friday;3.974486356;4.132747235;4.315004786;4.511730868;4.193396274;4.461818341;4.726225158;4.96985561;1.62021441;1.433225261;1.343923811;1.349335266
68;Saturday;3.84426262;4.097665717;4.301450326;4.582943693;3.997654279;4.413789922;4.705559237;5.05097196;1.637145799;1.445491534;1.353801526;1.344054496
51;Sunday;3.668709162;4.054969167;4.283491101;4.61128307;3.848231697;4.354256486;4.676332031;5.123202356;1.632308842;1.458188593;1.362659369;1.370172852
65;Monday;3.562678658;4.00183899;4.261015579;4.633304921;3.813407186;4.287260101;4.637719822;5.19706136;1.597672095;1.469740711;1.373042646;1.360907092
64;Tuesday;3.584435103;3.94368966;4.235485693;4.628412382;3.854096534;4.221534007;4.59369996;5.211121972;1.580032936;1.477972667;1.385084253;1.3488189
62;Wednesday;3.628239325;3.889817554;4.210982047;4.566472907;3.864401348;4.162477534;4.553394589;5.101421544;1.578848754;1.484179154;1.395547712;1.379685324
80;Thursday;3.525339745;3.841590297;4.189352505;4.483103929;3.677540619;4.107529705;4.518404065;4.974916659;1.654748561;1.489703433;1.402812629;1.431185243
64;Friday;3.375419876;3.788397654;4.16476099;4.48066633;3.605010398;4.042466276;4.480136531;4.965528173;1.627613277;1.500206862;1.407427406;1.475558421
46;Saturday;3.2785451;3.727281133;4.132182959;4.541317;3.499748997;3.975952328;4.434997753;5.000087156;1.6390387;1.50808626;1.419883237;1.376473028
63;Sunday;3.234731656;3.662562849;4.094061344;4.561763645;3.518556271;3.905929853;4.387064672;4.974770817;1.599776887;1.515953321;1.432767795;1.380539392
42;Monday;3.321844321;3.59835786;4.051890791;4.558754752;3.617705036;3.84148929;4.335872536;4.955555596;1.602322242;1.520202248;1.444803396;1.400938304
68;Tuesday;3.444917485;3.544165597;4.006813598;4.542374968;3.670580309;3.788231457;4.287525267;4.857629436;1.678521818;1.524033385;1.45258009;1.466222599
50;Wednesday;3.474874466;3.502436477;3.958919723;4.53151371;3.686089858;3.742627249;4.233863512;4.878671118;1.732752648;1.532790924;1.461487597;1.457948137
73;Thursday;3.5258745;3.46637709;3.906991699;4.542517356;3.82694511;3.702093708;4.174219315;4.911321599;1.700747992;1.544677627;1.473491397;1.426015608
57;Friday;3.611089366;3.43750783;3.852460139;4.536991347;3.865801515;3.675513501;4.117829741;4.822286775;1.751179385;1.553426656;1.483737493;1.461461319
49;Saturday;3.635045497;3.418152095;3.797866637;4.501609334;3.900484601;3.655108811;4.063997073;4.750884214;1.7314727;1.564994576;1.495986071;1.444834116
60;Sunday;3.579725842;3.403647083;3.745340581;4.442073935;3.856860897;3.640370788;4.009715121;4.725555483;1.773513402;1.574238113;1.508942618;1.446755543
75;Monday;3.558462623;3.387975239;3.70044017;4.30861563;3.919021809;3.625196959;3.971097801;4.481764264;1.793635137;1.585679363;1.518819219;1.500642397
64;Tuesday;3.542812819;3.373308408;3.659518054;4.227663951;3.855402674;3.616858508;3.928183241;4.518484207;1.759079304;1.597702328;1.53168821;1.471442127
58;Wednesday;3.432120439;3.359943432;3.61771168;4.21535352;3.740647755;3.60636472;3.883208863;4.524684146;1.837812772;1.606264429;1.54669296;1.454002138
54;Thursday;3.32239317;3.341038353;3.577965444;4.161014403;3.678890945;3.590199651;3.837190466;4.513546538;1.829617332;1.619535602;1.559546316;1.496350236
58;Friday;3.302780556;3.316691132;3.54073122;4.097441955;3.693406888;3.572194206;3.796149388;4.417210182;1.71130314;1.631346128;1.568351787;1.564926652
65;Saturday;3.296294367;3.29344358;3.502007572;4.087948149;3.746822608;3.557749752;3.753580724;4.412124002;1.648599645;1.633974888;1.5773085;1.570980877
68;Sunday;3.294523181;3.27232333;3.459917754;4.104673901;3.795683475;3.549688316;3.706917526;4.445003346;1.615950441;1.631654404;1.584878975;1.593215082
55;Monday;3.259950086;3.253756678;3.415357858;4.109574502;3.717634056;3.547650479;3.659162278;4.439697649;1.678552176;1.626752237;1.589905791;1.628163097
69;Tuesday;3.235744442;3.23535863;3.372487659;4.057705811;3.682942362;3.542368557;3.614964086;4.371424417;1.692439964;1.626317543;1.589844282;1.697636267
66;Wednesday;3.184026027;3.217698856;3.334676805;3.96073696;3.651852484;3.536838972;3.574494224;4.300892912;1.675710294;1.626947686;1.587327216;1.731224686
56;Thursday;3.214439986;3.198492238;3.304119936;3.835319982;3.746645303;3.530988095;3.54401699;4.145944001;1.611389738;1.62645069;1.586523982;1.70695467
57;Friday;3.283901403;3.183183354;3.284761418;3.659471423;3.838488013;3.533175271;3.529108371;3.921131587;1.550313097;1.621362946;1.587952181;1.674236362
52;Saturday;3.38575479;3.174109174;3.268230022;3.605495382;3.97951341;3.542553943;3.515881789;3.896840619;1.501884976;1.611804878;1.596464537;1.572903973
58;Sunday;3.294765851;3.173390735;3.250038336;3.618883442;3.815716354;3.562396055;3.503089657;3.896318443;1.662030879;1.598603571;1.605495841;1.560978014
73;Monday;3.221574202;3.167060333;3.233387056;3.588850076;3.76472973;3.570524698;3.496513204;3.816464047;1.752579493;1.596790173;1.611622683;1.598740788
49;Tuesday;3.265235107;3.156498294;3.216513058;3.580049131;3.769376921;3.575086381;3.491828504;3.792643032;1.72177513;1.601240391;1.615293151;1.635429129
50;Wednesday;3.328214453;3.15025837;3.195400464;3.626085459;3.897072196;3.580156505;3.484587485;3.829212112;1.72932854;1.603216777;1.618182541;1.649628803
48;Thursday;3.364451609;3.149669386;3.176118853;3.59115909;3.849351396;3.594387668;3.484591962;3.734373282;1.731617059;1.60564176;1.616846955;1.709896719
58;Friday;3.357210616;3.152447441;3.164446009;3.481088174;3.818291201;3.604748625;3.488739818;3.686280248;1.731898066;1.608184722;1.617526452;1.683615214
61;Saturday;3.354138562;3.155156071;3.155160247;3.44619382;3.854868739;3.612358288;3.495561176;3.657463055;1.669537498;1.610602796;1.620102244;1.659676066
52;Sunday;3.37349418;3.157884189;3.152049333;3.360405687;3.87122854;3.621856857;3.510123356;3.560116826;1.694706989;1.608453242;1.619791181;1.700103142
55;Monday;3.406216978;3.1618597;3.157845562;3.239959954;3.907403393;3.63129871;3.535401342;3.42554256;1.68329278;1.608158529;1.619939292;1.692881851
66;Tuesday;3.477288111;3.167640443;3.16942984;3.166371648;3.960020555;3.641765724;3.563357354;3.404935841;1.689231238;1.607023972;1.621144004;1.678005511
39;Wednesday;3.546742916;3.177727292;3.182818828;3.1513922;3.998908393;3.654397074;3.588879476;3.456218521;1.733806561;1.606255559;1.623458516;1.662623027
59;Thursday;3.61459775;3.191876304;3.195110583;3.179591335;4.052034027;3.668241275;3.61347639;3.487186709;1.782822125;1.608587281;1.625170289;1.672240564
50;Friday;3.606632808;3.20996655;3.204539894;3.234275955;3.958161425;3.684512447;3.629614865;3.621977658;1.895710802;1.614248836;1.627814774;1.662897087
48;Saturday;3.583976676;3.226744675;3.206379577;3.353385092;3.933490972;3.693047816;3.638578715;3.734316673;1.899330071;1.627695961;1.63015054;1.674710716
47;Sunday;3.662801981;3.241487368;3.204060355;3.421750668;3.956739806;3.699166844;3.647337551;3.745396918;1.90254106;1.641003775;1.629935011;1.719655826
67;Monday;3.746646843;3.261473498;3.206540873;3.367406621;4.031215374;3.706225825;3.661399565;3.6806753;1.869619183;1.654252331;1.628004467;1.752194663
61;Tuesday;3.797903234;3.286630159;3.216267373;3.284979032;4.111663224;3.717634102;3.679093939;3.64252311;1.848467074;1.66492769;1.625276847;1.770658569
58;Wednesday;3.878225445;3.314400272;3.222656587;3.352383616;4.248678963;3.733894916;3.685334447;3.814911706;1.801638347;1.673832057;1.627604311;1.707406513
47;Thursday;3.888911487;3.347069479;3.22102866;3.485118494;4.231528037;3.75931686;3.687028785;3.893711817;1.77474883;1.679108074;1.627657379;1.744199083
54;Friday;3.920308883;3.37988206;3.213772934;3.584066633;4.27002255;3.782976807;3.680674486;4.021231641;1.769128345;1.682322701;1.627928337;1.744172407
54;Saturday;3.985744388;3.414519883;3.203759338;3.64248537;4.313818765;3.809088372;3.674424797;4.034760912;1.761527307;1.685132239;1.62444397;1.797643919
40;Sunday;4.03071782;3.453263715;3.200706017;3.56924535;4.399135947;3.837806232;3.674659435;3.962944283;1.72460998;1.687526119;1.619874387;1.813014538
59;Monday;4.075192979;3.494107879;3.20858831;3.44634804;4.460163954;3.871764631;3.678955816;3.929270753;1.726877126;1.687339397;1.619866127;1.749828065
60;Tuesday;4.20453698;3.536561353;3.221730742;3.406174639;4.582497993;3.908950517;3.685075658;3.930548657;1.768230444;1.687229645;1.623546271;1.699346148
58;Wednesday;4.23433365;3.586321186;3.242454102;3.339302431;4.523264487;3.953316501;3.703200683;3.79703748;1.917161416;1.689948067;1.624892674;1.733456822
50;Thursday;4.149423803;3.635635409;3.274390081;3.227891265;4.45574255;3.991285085;3.727073649;3.753510923;2.024747407;1.703055709;1.630323368;1.683679053
61;Friday;3.987909505;3.675870406;3.313762743;3.168743359;4.25429965;4.022148467;3.756548472;3.709365948;2.053226885;1.723242616;1.635433034;1.701568472
55;Saturday;3.76303672;3.701579858;3.354277006;3.190049845;4.063015015;4.036410883;3.785349369;3.744700755;2.014792808;1.744581167;1.645084457;1.655749964
54;Sunday;3.587432744;3.708526911;3.397260479;3.182092675;3.910486591;4.035085325;3.820452236;3.673377989;1.99420421;1.762072646;1.658096531;1.626739127
53;Monday;3.372566364;3.700597986;3.442181421;3.170656991;3.72671325;4.021263602;3.852060823;3.728407633;2.022166377;1.777022954;1.670359441;1.652861291
63;Tuesday;3.247869159;3.675482042;3.480646508;3.263445246;3.629090368;3.993344586;3.874626774;3.848750736;2.065703553;1.792790018;1.69039451;1.561746715
56;Wednesday;3.129199193;3.640420534;3.510620309;3.372355072;3.439905032;3.958233125;3.890154957;3.931125044;2.167118968;1.810217845;1.712558095;1.551364888
55;Thursday;2.986652266;3.596393942;3.537170521;3.402459719;3.321361405;3.909820729;3.903076845;3.943327401;2.248547468;1.833493819;1.728407272;1.659678766
56;Friday;2.9149849;3.54209554;3.560378924;3.423553928;3.281150769;3.853557293;3.915817463;3.914174338;2.305686774;1.861276614;1.741120768;1.725889172
70;Saturday;2.916678946;3.483018278;3.579909874;3.442846384;3.297327974;3.795245798;3.928189211;3.884116674;2.364830851;1.891831016;1.752414116;1.770055036
52;Sunday;2.938223984;3.424772379;3.592790961;3.500073814;3.296346699;3.739213653;3.93060026;3.985031462;2.413216065;1.925124874;1.769435012;1.717994532
61;Monday;3.000416104;3.369077468;3.599174781;3.554008095;3.406761307;3.684615971;3.925279443;4.053210923;2.362156121;1.960109985;1.789215452;1.710056691
60;Tuesday;3.025978006;3.319152685;3.596447707;3.644201399;3.430311487;3.639750229;3.912014056;4.125420711;2.465454335;1.989569655;1.809398841;1.733938014
64;Wednesday;3.050854936;3.272549528;3.590245889;3.657281598;3.39434281;3.598331279;3.900285889;4.069810201;2.436076529;2.024735276;1.82598154;1.812756683
54;Thursday;3.000777325;3.229226759;3.583805172;3.627204036;3.275147251;3.555930633;3.890838337;4.005432504;2.440945828;2.056188874;1.838323182;1.899678928
63;Friday;2.955389139;3.183688471;3.580255086;3.554642319;3.264087417;3.506409905;3.888319104;3.875563892;2.49921402;2.086680861;1.846315505;1.984951394
50;Saturday;2.947806645;3.136530434;3.565358404;3.676246996;3.303251395;3.457871009;3.870292945;4.052515483;2.542783904;2.119880188;1.865540318;1.856464279
55;Sunday;2.986432217;3.091053393;3.539043786;3.794788202;3.327184498;3.41447243;3.843537258;4.133470961;2.525161811;2.154199818;1.89248505;1.781302675
56;Monday;3.015873409;3.050878599;3.50935482;3.801803114;3.397659017;3.375336492;3.811766351;4.163813388;2.583906093;2.185072479;1.918612243;1.82469301
59;Tuesday;3.036674256;3.01533442;3.478229847;3.78456807;3.402141281;3.343683131;3.784776614;4.062634656;2.662170349;2.218013835;1.94642607;1.833134055
57;Wednesday;2.98996409;2.98379133;3.444252174;3.789152111;3.286425259;3.314671251;3.750487018;4.131660163;2.762710467;2.254287236;1.975637567;1.848002156
52;Thursday;2.92141483;2.951548767;3.404250683;3.837146383;3.246414602;3.280007085;3.709370682;4.190525643;2.758114925;2.29532848;2.006207;1.866724629
49;Friday;2.85490854;2.917367167;3.358100791;3.883761198;3.201445637;3.245461187;3.666032119;4.182160553;2.643149994;2.333570196;2.033118744;1.95508756
53;Saturday;2.901697295;2.881713021;3.307138631;3.908740903;3.304321646;3.210818142;3.619176164;4.190693646;2.562675065;2.361255249;2.061931106;1.961564999
49;Sunday;2.953303944;2.852916492;3.252506501;3.918291142;3.308808207;3.186755449;3.570696606;4.175772922;2.680549332;2.381100005;2.089392197;2.006782849
63;Monday;2.927548382;2.83124084;3.197734302;3.883151973;3.273950952;3.166014135;3.522600663;4.137635656;2.687471578;2.407499834;2.116431787;2.038433348
60;Tuesday;2.937566619;2.810971789;3.14362956;3.839860639;3.224740089;3.145691848;3.474539771;4.105679183;2.731044591;2.43232002;2.146009337;2.031199356
57;Wednesday;2.902758046;2.794573155;3.090985708;3.787809308;3.181512679;3.124712187;3.428151146;4.051286892;2.717269779;2.458074791;2.178764236;2.015931023
54;Thursday;2.904260405;2.778797955;3.03478829;3.806312104;3.228751676;3.103700551;3.372598949;4.145256144;2.75016219;2.480361205;2.220059268;1.927661863
61;Friday;2.983944216;2.766424421;2.97388074;3.840740954;3.366590275;3.089455684;3.312338715;4.177442008;2.682372111;2.502356262;2.26248706;1.942341306
55;Saturday;3.07661769;2.762980127;2.916279505;3.768281432;3.434829104;3.088403478;3.251341326;4.16063951;2.588521325;2.516836486;2.305725913;1.959088167
51;Sunday;3.066050025;2.768952267;2.863933363;3.676744631;3.441140151;3.095157448;3.194513865;4.083796702;2.724204624;2.522177617;2.346391116;2.016583207
70;Monday;3.089490135;2.776499613;2.815823555;3.604779901;3.428463845;3.104848954;3.143691142;3.987088867;2.912566688;2.535109795;2.384741827;2.069150409
63;Tuesday;3.088737013;2.787716407;2.775326343;3.490046935;3.386545786;3.115609038;3.104718474;3.814079319;3.074863081;2.559361775;2.418700729;2.155820996
68;Wednesday;3.113732261;2.800502317;2.738521721;3.433390974;3.408199675;3.124982418;3.067611916;3.781564926;2.98576918;2.592972419;2.449439993;2.232054919
63;Thursday;3.192253707;2.816414105;2.707771366;3.347436325;3.485916298;3.137333587;3.037052369;3.686357526;2.897596052;2.617902888;2.47792859;2.294056564
47;Friday;3.327740424;2.838796886;2.686947609;3.214102545;3.606845091;3.156221229;3.014732905;3.573684767;2.769138734;2.634578565;2.503090891;2.364081022
77;Saturday;3.478758512;2.871051455;2.676345377;3.085975661;3.710750331;3.184035228;3.005514427;3.402941904;2.505480219;2.640583179;2.521565957;2.47225398
61;Sunday;3.536296934;2.913484049;2.67777425;2.943744193;3.789024482;3.218676871;3.009748079;3.237550357;2.679528394;2.626843449;2.53464113;2.549876512
64;Monday;3.644302433;2.958364624;2.699688106;2.694705029;3.914787691;3.257312553;3.034231156;2.987883341;2.655418653;2.625302028;2.544626007;2.591540294
61;Tuesday;3.776765236;3.008339518;2.737150789;2.52306015;4.117286218;3.302505467;3.067579398;2.904636273;2.5864604;2.621451754;2.560152036;2.517566679
49;Wednesday;3.798152748;3.064430624;2.782966952;2.459156758;4.060781089;3.359119865;3.109972265;2.828364667;2.597608972;2.611928929;2.579152309;2.471035087
36;Thursday;3.831518411;3.118287244;2.831282078;2.47952174;4.093923955;3.40818769;3.151206418;2.895958544;2.585809693;2.602554208;2.596213308;2.497801715
61;Friday;3.835207985;3.170846185;2.876009012;2.582704183;4.136043561;3.45637965;3.190273565;2.974020868;2.748367285;2.591912615;2.60599811;2.59637121
67;Saturday;3.781725345;3.220157973;2.918902353;2.659052507;4.085194713;3.504431994;3.22855227;3.032128343;2.819061397;2.592817164;2.609231478;2.686042786
45;Sunday;3.742142552;3.262437622;2.955040215;2.798391951;4.10737821;3.545850943;3.262097928;3.141456433;2.830335583;2.598657337;2.609387201;2.731594139
69;Monday;3.752726573;3.299080774;2.988922015;2.869473408;4.097064606;3.586135646;3.295614595;3.182171605;2.918037793;2.605189879;2.607685277;2.76130782
59;Tuesday;3.731989409;3.333946708;3.019542045;2.950931305;4.002624934;3.623199238;3.320859295;3.333943397;3.025456229;2.61782413;2.608929475;2.727119134
51;Wednesday;3.737940959;3.365089951;3.043521433;3.075455208;3.999131784;3.651458316;3.340815786;3.437806652;2.974125516;2.637673552;2.612765114;2.703446734
54;Thursday;3.813257938;3.394749337;3.064488565;3.146245681;4.014530979;3.677781272;3.359851863;3.476427152;2.935281237;2.653127823;2.618050567;2.697223612
57;Friday;3.93434149;3.427943148;3.087245616;3.151097389;4.113096195;3.703519126;3.381732581;3.462426722;2.876347132;2.665108884;2.625188084;2.68330726
47;Saturday;4.049506088;3.46771618;3.113487503;3.136956149;4.193240633;3.734507334;3.405318853;3.466645056;2.967124169;2.672194393;2.633627352;2.674669014
49;Sunday;4.203574596;3.513216536;3.146864013;3.078472975;4.42021271;3.768996743;3.439478557;3.353379009;3.183762833;2.685306581;2.635966354;2.768033924
60;Monday;4.42697698;3.566765354;3.185541204;3.052377594;4.660660524;3.816973106;3.479179198;3.318566167;3.144796689;2.713284193;2.643986771;2.705563039
52;Tuesday;4.58824739;3.63282325;3.230250564;3.025329399;4.865038308;3.878868567;3.520737719;3.345534587;3.039266314;2.73745149;2.648636295;2.772516101
54;Wednesday;4.613684246;3.706464336;3.275867848;3.077368144;4.856192561;3.951817725;3.557753416;3.469223672;3.086022536;2.753279577;2.651726148;2.80929626
54;Thursday;4.620689645;3.777764624;3.322162506;3.134653921;4.861719749;4.020378645;3.597259626;3.497461131;3.012293945;2.771828202;2.65715942;2.79030998
49;Friday;4.577260506;3.84538485;3.371218516;3.161629791;4.784190938;4.085482371;3.642688806;3.476999982;3.047061939;2.784333364;2.664240123;2.780483156
53;Saturday;4.542854855;3.905610327;3.426089371;3.144042458;4.798613818;4.141029231;3.692824712;3.470745695;3.0209071;2.798719283;2.668437319;2.831724712
53;Sunday;4.583807188;3.959006548;3.485972941;3.13457684;4.893669497;4.193506854;3.751136884;3.414450736;2.987551917;2.810597487;2.675343406;2.805313747
47;Monday;4.624243733;4.010894726;3.550141565;3.133985884;5.000822712;4.248451381;3.813160156;3.421891809;2.850624278;2.81933601;2.686955589;2.750639572
54;Tuesday;4.69022333;4.061195693;3.613238708;3.207021572;5.001419633;4.306709372;3.869465699;3.56144965;2.797535285;2.817337154;2.705596803;2.66109178
40;Wednesday;4.675979373;4.111889722;3.672622903;3.315345198;5.007375422;4.360774596;3.924231037;3.641561388;2.771844359;2.81068986;2.723889028;2.66953728
63;Thursday;4.665318851;4.157457068;3.727055805;3.437587289;4.927701436;4.411248935;3.975975078;3.738657406;2.742549474;2.801702616;2.732911144;2.797294007
48;Friday;4.643252166;4.198350822;3.783851603;3.454763463;4.876808612;4.452014174;4.034966062;3.689794007;2.745029999;2.790610859;2.733697608;2.906056827
40;Saturday;4.607014198;4.233755802;3.843192125;3.466783201;4.735114911;4.485192725;4.093889522;3.737456012;2.765064894;2.779792146;2.74059853;2.815243921
56;Sunday;4.509516741;4.262828814;3.898807519;3.56125541;4.585663655;4.504603055;4.148698459;3.832949684;2.832035376;2.770368642;2.746283228;2.827331535
51;Monday;4.411068383;4.281509784;3.952168766;3.628493131;4.504604216;4.510316262;4.196575594;3.955938143;2.776610004;2.765639416;2.753774341;2.799821019
45;Tuesday;4.382510753;4.290219786;3.998706674;3.750281318;4.49111491;4.507937956;4.236155796;4.087565119;2.799376831;2.756761327;2.759045847;2.828097833
49;Wednesday;4.400405367;4.294505187;4.039737365;3.846684965;4.46325469;4.502770639;4.272976565;4.136838199;2.870797177;2.749446752;2.765453416;2.808875214
60;Thursday;4.402066179;4.297937302;4.080507754;3.867636959;4.379687596;4.493831121;4.313830042;4.090077447;2.859211713;2.747251345;2.765584591;2.893629073
62;Friday;4.485211917;4.299363739;4.122205032;3.871286165;4.407637577;4.477157701;4.353997968;4.105207059;2.909951052;2.744503822;2.756504583;3.017770225
42;Saturday;4.536282536;4.304789525;4.157195548;3.980245175;4.414666044;4.461056312;4.38863337;4.183847519;2.943230533;2.745711169;2.754959388;2.911083113
53;Sunday;4.646612362;4.312108238;4.187404769;4.062529041;4.566308999;4.444344223;4.415635499;4.289175765;3.001327648;2.749010483;2.766847302;2.728626367
50;Monday;4.685612087;4.325788673;4.210639793;4.175923903;4.573159167;4.437803227;4.432046829;4.435513567;3.093912882;2.755441998;2.792711766;2.545382169
30;Tuesday;4.654631707;4.340889977;4.228277991;4.270675785;4.607652842;4.431270734;4.441781391;4.528071496;3.017574367;2.76711708;2.815273193;2.606070215
51;Wednesday;4.655264191;4.352571346;4.243942179;4.313225016;4.514354804;4.426953141;4.448745666;4.56565654;2.970236219;2.772035117;2.833637535;2.67720836
57;Thursday;4.733533861;4.363162443;4.262172145;4.291509402;4.572713982;4.4157293;4.456400195;4.553319723;3.014635019;2.772754221;2.843342325;2.804007266
44;Friday;4.798415065;4.378047467;4.285253529;4.240629253;4.612603582;4.408576157;4.464141289;4.548541328;3.11831316;2.776655597;2.832033192;3.0961147
51;Saturday;4.850786727;4.396065155;4.307304147;4.274395983;4.635277521;4.404096426;4.470784679;4.562297412;3.197614046;2.788166144;2.83081117;2.959651466
49;Sunday;4.887777585;4.416189788;4.332586086;4.25138994;4.634212848;4.400944196;4.480572609;4.519097545;3.308033476;2.80517758;2.826396331;3.012717171
54;Monday;4.958720539;4.437040515;4.363969621;4.191316074;4.710496319;4.397061778;4.500673419;4.379318423;3.380936375;2.830017378;2.815073504;3.120002892
47;Tuesday;5.075965111;4.460899322;4.394085056;4.235391038;4.86620937;4.397916839;4.513039106;4.491153655;3.510076744;2.860016253;2.802316424;3.154532161
45;Wednesday;5.150677562;4.491029025;4.423998653;4.267673562;4.955524299;4.409281155;4.524047667;4.5184031;3.744013555;2.899164228;2.786516076;3.215492562
70;Thursday;5.189531071;4.524294872;4.451653058;4.331226117;5.02067592;4.426186816;4.534882421;4.534538214;3.834265767;2.954514348;2.781583337;3.094169648
52;Friday;5.19135956;4.558286117;4.472283329;4.460374196;5.072946765;4.446944412;4.538664979;4.647801095;3.695034759;3.014981661;2.78270454;3.04982598
41;Saturday;5.236800757;4.590692065;4.485792027;4.588024092;5.120902805;4.470765231;4.540292471;4.694037154;3.604780331;3.063863005;2.785838675;3.06053755
46;Sunday;5.237323622;4.624946221;4.495058302;4.673899456;5.114613211;4.497431143;4.537235038;4.776096999;3.70839304;3.104713384;2.796576109;2.988842507
50;Monday;5.218438205;4.658077915;4.497143844;4.798622181;5.090778296;4.523404992;4.522347224;4.954798707;3.773131838;3.15113041;2.817512012;2.883636796
62;Tuesday;5.181586603;4.689059862;4.4931177;4.905028985;5.100863489;4.547906612;4.500978927;5.05543155;3.75923278;3.199959244;2.8377917;2.933094948
46;Wednesday;5.20979438;4.716853291;4.48765172;4.943580839;5.071985616;4.573693674;4.473950838;5.14247613;3.73263699;3.245551467;2.857781041;2.977010813
37;Thursday;5.25012322;4.74615946;4.48455664;4.929008374;5.176773898;4.598084262;4.447365837;5.1440852;3.702291539;3.287153581;2.875221904;3.049159482
53;Friday;5.249684686;4.777674189;4.484368548;4.909256155;5.042704605;4.630643068;4.420614174;5.156566306;3.750205813;3.324463508;2.900882062;2.970457558
36;Saturday;5.137171357;4.808190864;4.491108369;4.836034521;4.955282184;4.653835141;4.4057312;5.004117542;3.661249598;3.362500589;2.945740859;2.743536358
56;Sunday;5.087848028;4.829232641;4.511526884;4.669435358;4.958602612;4.670563196;4.405948787;4.806320539;3.553193601;3.39095815;2.992385096;2.758230195
56;Monday;5.097325943;4.844938763;4.542995155;4.538543817;4.999879263;4.686721571;4.421230392;4.612033813;3.538391885;3.408778542;3.034754429;2.849335265
43;Tuesday;5.105756678;4.859311189;4.576653194;4.53033812;4.919086602;4.704630863;4.437547062;4.61518262;3.613397656;3.422845201;3.083222482;2.792269502
40;Wednesday;5.105825697;4.872230555;4.611297976;4.538384377;4.829315047;4.715460732;4.455955524;4.60238785;3.705359233;3.439575616;3.128950596;2.85776262
57;Thursday;5.094466978;4.88318583;4.642951382;4.599933458;4.720776319;4.718811237;4.46978765;4.676376791;3.757062217;3.460056373;3.179735968;2.818002021
45;Friday;5.109680859;4.89156019;4.67159688;4.659058569;4.747464347;4.713615879;4.484996259;4.661866878;3.747237967;3.481172263;3.231366964;2.839084592
51;Saturday;5.127312619;4.899334604;4.702540547;4.643540308;4.822506443;4.709515602;4.508026737;4.557281319;3.766951289;3.498499466;3.282873717;2.872606754
48;Sunday;5.169472906;4.906574843;4.736134206;4.623649471;4.877700714;4.709485209;4.541358652;4.423437951;3.799696932;3.514462022;3.325497723;3.023935523
56;Monday;5.212110702;4.91485333;4.774849154;4.571137857;4.947211642;4.711655833;4.578426948;4.385121571;3.771816264;3.530350364;3.363871198;3.108315697
46;Tuesday;5.273728222;4.924057487;4.813236986;4.595558969;5.017399256;4.716785837;4.620137611;4.337561914;3.814264867;3.542024861;3.399072358;3.17494163
52;Wednesday;5.36405098;4.935530058;4.851451342;4.618875598;5.08911013;4.724768714;4.660328694;4.377840858;3.996700914;3.554793103;3.430051533;3.253707936
47;Thursday;5.480925226;4.95129186;4.888571075;4.656989673;5.203652648;4.73567357;4.700703986;4.39630302;4.047574808;3.578773257;3.458828271;3.307678341
51;Friday;5.570338611;4.973211109;4.92337524;4.715010766;5.387733351;4.75265087;4.733935859;4.518039852;4.014218088;3.604369879;3.486683922;3.347756851
53;Saturday;5.641574752;4.999411411;4.950696786;4.846378134;5.379469102;4.780904384;4.758158294;4.668726242;3.961315819;3.625494592;3.517035285;3.339823242
55;Sunday;5.710704413;5.028889665;4.969151557;4.99657669;5.418428413;4.80677905;4.777023955;4.76931143;3.971726569;3.640975662;3.540394384;3.458866907
56;Monday;5.762951317;5.061751314;4.982768309;5.090873393;5.491563017;4.833869463;4.794628644;4.811645503;3.932877261;3.655703325;3.561537345;3.507974153
51;Tuesday;5.855146934;5.096871807;4.994515972;5.144831628;5.506613045;4.864678979;4.809574349;4.874340033;3.978668677;3.666207965;3.583911475;3.507464688
57;Wednesday;5.984314269;5.137168747;5.003035968;5.219260752;5.694473728;4.895220119;4.816929792;5.004609476;4.117658998;3.67872676;3.60130766;3.591464046
53;Thursday;6.047402422;5.18515432;5.014571701;5.211722106;5.832173268;4.938016592;4.82434611;5.031856916;4.039552228;3.699993663;3.618206129;3.616239139
